Record;Event;Author;Recipient/dedicatee information;Recipient/dedicatee;Title;Printer;Printer information;Place;Summary;Other places quoted by the printer;Year;Language;Form (prose/verses/mixed);Identifier in USTC;Reference copy-ies;Digitised copy link;Related images and documents;Additional notes;Analaytic tags;Private notes
P-1655-LI-0138;1655 Lima Earthquake;Echave y Assu, Francisco de;A nuestro Santissimo, y Beatissimo Padre INNOCENCIO XI;Innocenzo XI;"La estrella de Lima convertida en sol sobre sus tres coronas el B. Toribio Alfonso Mogrobexo su segundo arzobispo: celebrado con epitalamios sacros, y solembes cultos, por su esposa la santa iglesia metropolitana de Lima, al activo, y soberano influxo del ex.mo e ill.mo señor doct. D. Melchor de Liñán y Cisneros, obispo antes de las iglesias de Santa Marta, y Payán; presidente, governador, y capitán general del Nuevo Reyno de Granada, y visitador de su Real Audiencia; arçobispo de los Charcas, y actual arçobispo (octavo en orden) de la santa iglesia de Lima; Virrey, Governador, y capitán general, que ha sido de los reynos del Perú, Tierra-firme, y Chile. Descripción sacro política de las grandezas de la ciudad de Lima, y compendio histórico eclesiástico de su santa iglesia metropolitana: que descrive D. Francisco de Echave y Assu, cavallero del orden de Santiago, corregidor del Cercado de Lima por su magestad, y consagra a nuestro santíssimo, y beatíssimo Padre Innocencio XI";Verdussen, Juan Baptista;Por Juan Baptista Verdussen;Antwerp;;;1688;Spanish;Prose;Null;Los Angeles, Getty Research Institute SPECIAL COLLECTIONS 94-B21535;https://archive.org/details/laestrelladelima00echa/page/n5/mode/2up;;p. 171: Lima earthquake of 1655 and penances ordered by the Archbishop Pedro de Villagómez;;
P-1655-LI-0651;1655 Lima Earthquake;Torres, Bernardo de;Dedicada a N. Muy R. P. Maestro fray Iuan del / Alamo dignissimo Prior Provincial de dicha Provincia;Álamo, Juan del;Cronica de la provincia peruana de la orden de los / ermitaños de San Agustin Nuestro Padre ...;Santos de Saldaña, Juan;en la imprenta de Iulian Santos de Saldaña;Lima;The author refers to how the earthquake forced the demolition of the houses that had been left standing but in poor condition. The earthquake also caused damage to the three Augustinian convents in Lima, which at the time Torres' work was published had not yet been completely repaired.;;1657;Spanish;Prose;;Providence, John Carter Brown Library 1-SIZE BA657.T693c;https://archive.org/details/cronicadelaproui00torr;;;;
P-1657-CO-0652;1657 Concepción Earthquake;;Dedicada a N. Muy R. P. Maestro fray Iuan del / Alamo dignissimo Prior Provincial de dicha Provincia;Álamo, Juan del;Cronica de la provincia peruana de la orden de los / ermitaños de San Agustin Nuestro Padre ...;Santos de Saldaña, Juan;en la imprenta de Iulian Santos de Saldaña;Lima;On pages 659-660, Torres narrates how, at the time his work was being printed, news had arrived from Chile of the earthquake and tsunami that had devastated the city of Concepcion and had also been felt in Santiago de Chile, where the cathedral collapsed. Few people died, only the most fragile, such as some old people and children. The tsunami ruined the royal storehouses where papers, weapons and supplies were kept. The tragedy was all the greater because it coincided with the rebellion of the Indians, which was put down by the Count of Alba, Viceroy of Peru, and by the governor.;;1657;Spanish;Prose;;Providence, John Carter Brown Library 1-SIZE BA657.T693c;https://archive.org/details/cronicadelaproui00torr;;;;
P-1659-CA-061F;1659 Calabria Earthquake;Visconti, Filippo (Bishop of Catanzaro);;;Copia d'una lettera scritta da Monsignor Vescovo di Catanzaro in Calabria al M.R.P. Asistente d'Italia di S. Agostino in Roma, in ragguaglio delli terremoti che sono stati in Calabria alli 6 di novembre 1659;Monti, Giacomo;per Giacomo Monti;Bologna;;Rome;1660;Italian;Prose;;Bologna, Biblioteca Universitaria TAB I F II 424, 1-32, cc. 39r-42v;;;;;
P-1659-CA-0806;1659 Calabria Earthquake;;;;Brieve relatione del Terremoto occorso nella Calabria e della rovina fatta in molte Terre, e / Casali di essa Mercordì notte 5 di Novembre 1659 secondo gli avvisi venuti di colà;Bossio;Palermo, per il Bossio, 1660;Palermo;An anonymous report printed in Palermo on the basis of news from places in Calabria, in which, among other things, there is information on the damage suffered by some places in the Ionian area that were not visited by de Marinis. The report states that this region is in constant danger because there are immense caverns that generate great exhalations that cause strong telluric tremors.  It should be noted that the author superimposes the logic of divine punishment on the natural explanation.;;1660;Italian;Prose;;;;;"Transcription of the text by CFTI5Med in&nbsp;https://storing.ingv.it/cfti/cfti5/pdf_T/003009-110130_T.pdf";INTERPRETAZIONE→Aristotelismo/tomismo;
P-1659-CA-0807;1659 Calabria Earthquake;De Marinis, Antonio Donato (Special commissioner);;;Relatione fatta a S. E. sopra li danni che hanno patito molte citta, terre, et casali nella Prouincia di Calabria ultra, per cagion del terremoto, che segui la notte delli 5. di nouembre 1659;di Fusco, Luc'Antonio;In Napoli, Per Luc'Antonio di Fusco, 1660;Naples;This is De Marinis' official report, presented to the Viceroy on his return from Calabria in March 1660 and published the following April. It provides detailed information on the victims and the damage suffered by buildings: not only important houses and palaces (churches, monasteries, convents, castles, baronial palaces), but also productive structures such as mills, oil mills, fulling mills. The text is also accompanied by precise data on the number of households in all the localities visited and on the fiscal situation of each Università, both as regards the treasury and the assignees.;;1660;Italian;;;"Naples, Biblioteca Nazionale Vittorio Emanuele III SEZ.NAP. Vulcanologia B 50; Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 07.D. 020";https://storing.ingv.it/cfti/cfti5/pdf_T/003009-145124_T.pdf;;"Transcription of the text by CFTI5Med in&nbsp;https://storing.ingv.it/cfti/cfti5/pdf_T/003009-145124_T.pdf";RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro;
P-1659-CA-0809;1659 Calabria Earthquake;Visconti, Filippo (Bishop of Catanzaro);Dedicata all 'Ill.mo e Rever.mo Sig. Monsignor Volunnio Bandinelli Patriarca di Costantinopoli e Maggiordomo della Santità di N.S.;Bandinelli, Volumnio (Patriarch of Constantinople);Copia di una lettera scritta da monsignor vescovo di Catanzaro in Calabria al M.R.P. Assistente d'Italia di S. Agostino in Roma in ragguaglio delli terremoti che sono stati in Calabria alli 6 di novembre 1659;Moneta, Francesco;Roma, per Francesco Moneta, 1659;Rome;The letter from the bishop of Catanzaro to the Assistant of Italy of the Augustinian Order, Girolamo Valvassori, gives the balance of the earthquake with a description of the damage suffered by religious buildings in Catanzaro and its surroundings. It then provides a list of the towns most affected by the earthquake.;;1659;Italian;Prose;;Casale Monferrato, Biblioteca civica Giovanni Canna BISEM.M.e.161;;;Text edited in L. Andronico, Una ignota memoria sul terremoto del 1659, in Archivio Storico per la Calabria e la Lucania', LXXI (2004), pp. 77-85, and republished in F. Accetta, Il terremoto del 1659 nella corrispondenza di Filippo Visconti vescovo di Catanzaro, in «Rogerius», XIII, n. l, p. 10-12.';RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro;
P-1659-CA-0816;1659 Calabria Earthquake;Lembo, Antonino (Friar of the Order of Preachers);Dedicata Molto Reverendissimo Padre Maestro Fra Gio. Batta. Marini Generale dello stess' Ordine;Marini, Giovanni Battista (General Chapter of the Order of Preachers);Cronica del conuento di S. Domenico in Soriano dall anno 1510 fin'al 1664;Ferro, Domenico Antonio;In Soriano, per Dom.o Antonio Ferro;Soriano;"In the treatise, the Dominican father recalls how the 1659 earthquake was the first of the devastating earthquakes that traumatised Calabria to affect the convent of San Domenico. During this catastrophic event, however, the convent was almost entirely destroyed, as were the church and adjoining buildings: many decorative elements were damaged; nine monks and a lay servant died; unharmed, however, was the Sacred Image. Forced to live in wooden huts, the Dominicans of Soriano Calabro rebuilt their convent thanks to the help of the Viceroy of Naples and the favour of Pope Alexander VII.";;1665;Italian;Prose;;Naples, Biblioteca Nazionale Vittorio Emanuele III S.MARTINO 53. 4 5 (0001;https://www.google.it/books/edition/Cronica_del_convento_di_S_Domenico_in_So/MxFNAAAAcAAJ?hl=it&gbpv=1;;;RISPOSTE ISTITUZIONALI→Figure eroiche/Gesti salvifici;
P-1659-CA-0A9A;1659 Calabria Earthquake;Lembo, Antonino;al / Rev.mo Padre Maestro Gio. Battista Marini Generale dello stess’Ordine;Marini, Giovanni Battista;Cronica / del convento di S. Domenico in Soriano dall'anno 1510 fin'al 1664 composta dal / Padre Maestro Frat’Antonio Lembo dell’Ordine de’ Predicatori;Ferro, Domenico Antonio;per / Dom. Antonio Domenico Antonio Ferro;Soriano;Events in the city of Soriano, hit by three earthquakes between 1626 and 1659.;;1664;Italian;Prose;;Wien, Osterreichische Nationalbibliothek 15.781-B;https://books.googleusercontent.com/books/content?req=AKW5QaeUDR9uARXPFo4rGOJ-IQS4UZLTDlHzCCxAIGcpKCTpQkY_5DIeGHqhqbT74zYgIYlD1JVt0JuXI3OL7sfr6ZK_DB5F1N0P1YSwoIlH56VhV68DIz5e1c2Kyfz5A0i_N8NCpAyNrQkPgAxJkSAm5QzJ2EJvv5BCi4QaCViaW0X7cqTPjNvQvqVYF72bHr4X3eRpd;;;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;
P-1659-SM-0140;1659 San Miguel Eruption;;;;Relación verdadera del prodigioso volcán de fuego, que exala en medio del mar Océano, enfrente de la Isla de San Miguel, una de las Terceras, y nueva Isla, que se ha formado, donde se declara los terremotos, y fracasos que sucedieron, el qual tuvo principio en tres de iulio del año passado de 1659;Fernández de Buendía, José;Por Ioseph Fernández de Buendía;Madrid;;;1660;Spanish;Prose;;Madrid, Biblioteca Nacional de España VE/15/16;http://bdh-rd.bne.es/viewer.vm?id=0000255918&page=1;;;;
P-1660-PI-0917;1660 Pichincha Eruption;Rodríguez, Manuel, SJ;;Baca de Vega, Gerónimo  (Governor of Borja);El Marañon, y Amazonas: historia de los descubrimientos, entradas, y reduccion de naciones, trabajos malogrados de algunos conquistadores, y dichosos de otros, assi temporales como espirituales, en las dilatadas montañas y mayores rios de la America ;Gonçalez de Reyes, Antonio ;En Madrid, en la imprenta de Antonio Gonçalez de Reyes;Madrid;In one of the chapters (Book IV, ch, II) of his geographical and historical work, the Jesuit describes in great detail and using his personal memories the eruption, the damage caused, the reaction of the population, the public penances and the role of the Jesuits in guiding the devotion of the population. The Jesuit praises the positive effects of that calamity, namely the repentance and change of life of many of the faithful ;;1684;Spanish;Prose;;Naples, Biblioteca Nazionale Vittorio Emanuele III V.F. 57 F 31;https://books.google.co.uk/books?id=QEpEWDaBH-UC&hl=it&pg=PP7#v=onepage&q&f=false;;;INTERPRETAZIONE→Punizione per i peccati degli uomini;
P-1660-TE-0141;1660 Tevere Flood;de' Rossi, Antonio;;"Saint Peter; Saint Januar";"Incendio del Vesuvio e inondazione del Tevere, occorsi nello stesso anno, il 1660; Sonetti del sig. Antonio de' Rossi";Mollo,  Roberto (Heirs of);Per gli Eredi di Roberto Mollo;Naples;;;1661;Italian;Verse;Null;Naples, Biblioteca Nazionale Vittorio Emanuele III V.F. 113 B 36 (0008);https://play.google.com/books/reader?id=FXdoIzudzkwC&hl=it;;La pagina recante il sonetto è indicata come 14.;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;Foto raccolta ad uso privato.
P-1660-VE-0142;1660 Vesuvius Eruption;Zupi, Giovanni Battista;;Filomarino, Ascanio;"Continuatione de’ successi del prossimo incendio del Vesuvio, con gli effetti della cenere, e pietre da quello vomitate, e con la dichiaratione, &amp; espressione delle croci maravigliose apparse in varii luoghi dopo l’incendio";"Paci, Giovan Francesco; Tarino, Giovanni Alberto";"per Giovanni Francesco Paci; Giovanni Alberto Tarino (autore della lettera di dedica)";Naples;;;1661;Italian;Prose;Null;"Naples, Biblioteca Nazionale Vittorio Emanuele III RACC.VILL. Misc. 16.03; Jesi, Biblioteca Comunale Planettiana' CONV 3 2419/3";Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.E. 021 (1';;"I-1660-VE-02D4 / 1660 Vesuvius Eruption / Rain of Crosses (This document includes); P-1660-VE-0143 / 1660 Vesuvius Eruption / Giornale dell’incendio dell’ Vessuvio dell’anno MDCLX con le osservationi matematiche. Al molto illustre e molte eccell. Sig. mio padrone osservandissimo il Sig. D. Giuseppe Carpano, dottore dell’una e l’altra legge, e nella Sapienza di Roma primario professore (This document is a follow-up of)";Giovanni Alberto Tarino è il firmatario della lettera di dedica: penso sia l'editore. Nella lettera prefatoria viene detto chiaramente che si riprende un altro testo, ma non si cita il nome dell'autore. Per fonti indirette sono risalita a G..B. Zupi;
P-1660-VE-0143;1660 Vesuvius Eruption;Crescenzi, Alessandro;;Carpano, Giuseppe;Giornale dell’incendio dell’ Vessuvio dell’anno MDCLX con le osservationi matematiche. Al molto illustre e molte eccell. Sig. mio padrone osservandissimo il Sig. D. Giuseppe Carpano, dottore dell’una e l’altra legge, e nella Sapienza di Roma primario professore;de' Lazzari, Ignatio;Ignatio de’ Lazari;Rome;;;1660;Italian;Prose;Null;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.E. 021 (2;;"P-1660-VE-0142 / 1660 Vesuvius Eruption / Continuatione de’ successi del prossimo incendio del Vesuvio, con gli effetti della cenere, e pietre da quello vomitate, e con la dichiaratione, &amp; espressione delle croci maravigliose apparse in varii luoghi dopo l’incendio (This document is followed by)";;;London, British Library, 444.b.49._da consultare (Milena?)
P-1660-VE-0144;1660 Vesuvius Eruption;;;;Principio, e progressi del fuoco del Vesuvio osservati giorno per giorno dalli tre fin’alli venticinque di luglio in quest’anno 1660 et esposti alla curiosità de’ forestieri;;;;;;1660;Italian;Prose;Null;Naples, Biblioteca Nazionale Vittorio Emanuele III RACC.VILL. Misc. 16.09;;;;;Foto Valentina.
P-1660-VE-0145;1660 Vesuvius Eruption;de' Rossi, Antonio;;;"Descrive l'incendio del Vesuvio seguitò sotto li 3. di luglio 1660; Sonetti del sig. Antonio de' Rossi";Mollo,  Roberto (Heirs of);per gli Eredi di Roberto Mollo;Naples;;;1661;Italian;Verse;Null;Naples, Biblioteca Nazionale Vittorio Emanuele III V.F. 113 B 36 (0008);https://play.google.com/books/reader?id=FXdoIzudzkwC&hl=it;;La pagina recante il sonetto è indicata come 13.;;
P-1660-VE-0146;1660 Vesuvius Eruption;de' Rossi, Antonio;;"Saint Peter; Saint Januar";"Incendio del Vesuvio e inondazione del Tevere, occorsi nello stesso anno, il 1660; Sonetti del sig. Antonio de' Rossi";Mollo,  Roberto (Heirs of);per gli Eredi di Roberto Mollo;Naples;;;1661;Italian;Verse;Null;Naples, Biblioteca Nazionale Vittorio Emanuele III V.F. 113 B 36 (0008);https://play.google.com/books/reader?id=FXdoIzudzkwC&hl=it;;La pagina recante il sonetto è indicata come 14.;;
P-1660-VE-0147;1660 Vesuvius Eruption;Cusano, Biagio;;Milano, Giacomo;"Per lo sangue di San Gennaro che bolle racchiuso in vaso di vetro; Poesie sagre";Passaro, Giacinto;Giacinto Passaro;Naples;;;1672;Italian;Verse;Null;Naples, Biblioteca Nazionale Vittorio Emanuele III V.F. 112 I 63;;;;TOPOI DELLA NARRAZIONE→Miracoli, prodigi, Interventi soprannaturali;
P-1660-VE-0148;1660 Vesuvius Eruption;Cusano, Biagio;;Milano, Giacomo;"Per lo sangue bogliente del medesimo santo, liberator di Napoli dall’incendio del Vesuvio; Poesie sagre";Passaro, Giacinto;Giacinto Passaro;Naples;;;1672;Italian;Verse;Null;Naples, Biblioteca Nazionale Vittorio Emanuele III V.F. 112 I 63;;;;;
P-1660-VE-0149;1660 Vesuvius Eruption;Cusano, Biagio;;Milano, Giacomo;"Mentre nella festa della Madonna Santissima del Carmelo l’incendio del Vesuvio minacciava rovine priegossi la Vergine che ne liberasse Napoli; Poesie sagre";Passaro, Giacinto;Giacinto Passaro;Naples;;;1672;Italian;Verse;Null;Naples, Biblioteca Nazionale Vittorio Emanuele III V.F. 112 I 63;;;;;
P-1660-VE-014A;1660 Vesuvius Eruption;Cusano, Biagio;;Milano, Giacomo;"Le reliquie del glorioso martire San Gennaro riparano Napoli del fuoco del Vesuvio; Poesie sagre";Passaro, Giacinto;Giacinto Passaro;Naples;;;1672;Italian;Verse;Null;Naples, Biblioteca Nazionale Vittorio Emanuele III V.F. 112 I 63;;;;;
P-1660-VE-05E3;1660 Vesuvius Eruption;;;;Relatione e curioso racconto del nuovo incendio del Vesuvio cavato da diffusa relatione venuta da Napoli;Monti, Giacomo;Per Giacomo Monti;Bologna;;"Rome;Rimini";1660;Italian;Prose;;Bologna, Biblioteca Universitaria TAB I F II 424, 1-32, cc. 138r-141v;;I-1660-VE-061C / 1660 Vesuvius Eruption / A tree (This document includes);;;
P-1660-VE-0950;1660 Vesuvius Eruption;Calà, Carlo, Duke of Diano;;;Memorie historiche dell'apparitione delle croci prodigiose, compendiate dal presidente D. Carlo Calà duca di Diano, e marchese di Ramonte;de Bonis, Novello;per Nouello de Bonis stampator della Corte arciuescouale;Naples;The author argues that eruptions and the crosses produced by the ashes were not just natural phenomena, but rather manifestations of God’s wrath toward the people;;1661;Italian;Prose;;Naples, Biblioteca Nazionale Vittorio Emanuele III Fondo Doria, XIV.301;https://archive.org/details/bub_gb_d78tXN0Qe1AC/page/n3/mode/2up;;;INTERPRETAZIONE→Punizione per i peccati degli uomini;
