Record;Event;Author;Recipient/dedicatee information;Recipient/dedicatee;Title;Printer;Printer information;Place;Summary;Other places quoted by the printer;Year;Language;Form (prose/verses/mixed);Identifier in USTC;Reference copy-ies;Digitised copy link;Related images and documents;Additional notes;Analaytic tags;Private notes
P-1542-ES-06B3;1542 Sicily Earthquake;Aprile, Francesco;Al serenissimo principe Eugenio di Savoja;Prince Eugenio di Savoia;Della cronologia universale della Sicilia;Bayona, Gaspare;In Palermo, nella stamperia di Gaspare Bayona, 1725;Palermo;Chronology and places where the earthquake struck.;;1725;Italian;Prose;;;;;"Transcription of the text by CFTI5Med in&nbsp;https://storing.ingv.it/cfti/cfti5/pdf_T/003003-145030_T.pdf";MEMORIA / PASSATO E PRESENTE→Cronologia dello stesso evento;
P-1542-ES-06B4;1542 Sicily Earthquake;Lancellotti, Secondo;Alla santità di N.S. Papa Vrbano VIII;Urban III;L'hoggidì overo Il mondo non peggiore ne più calamitoso del passato;Gueriglio, Giovanni;Venezia, appresso Giovanni Guerigli, 1623;Venice;Description of the damage caused by the earthquake, especially in the city of Syracuse.;;1623;Italian;Prose;4008420;;;;;MEMORIA / PASSATO E PRESENTE→Cronologia dello stesso evento;
P-1542-ES-06B6;1542 Sicily Earthquake;Littara, Vincenzo;;;De rebus Netinis liber;De Franceschi, Giovanni Antonio;Palermo, apud Giovanni Antonio De Franceschi, 1593;Palermo;Narration of the destruction of Noto by the earthquake.;;1593;Latin;Prose;838268;;;;;FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Enumerazione dei danni e delle vittime;
P-1542-TE-07FC;1542 Mugello Earthquake;;;;"Una letra de la discriptione del terremotto che è stato in Toschana la qual narra particolarmente tutte le terre che son ruinate &amp; le persone morte &amp; li fochi aparsi in aere &amp; la terra aperta &amp; de un lago fatto di acqua spuzolente di solfere la quantità e il numero de le case ruinate le qualcose furno a dì 13 zugno 1542";;;;;;1542;Italian;Prose;802999;"Padua, Biblioteca Universitaria BASF.1101.1; Venice, Biblioteca Nazionale Marciana MISC 1468.        005; Venice, Biblioteca Nazionale Marciana MISC 2231.        007";https://opac.sbn.it/web/edit-16/resultset-titoli/-/titoli/detail/CNCE046600;;;;La digitalizzazione presente su EDIT 16 e OPAC SBN è parziale e limitata solo al frontespizio. Il codice USTC va ricontrollato (il server al momento non funziona).
P-1542-TE-07FF;1542 Mugello Earthquake;;;;Una lettera de la discriptione del terremotto che è stato in Toscana... a dì 3 luio 1542;;Data in Firenze, adi xxiij di Giugno 1542;Florence;;;1542;Italian;Prose;803000;Venice, Biblioteca Nazionale Marciana MISC 2230.        030;;;;;"I cataloghi riportano 'Data in Firenze, adi xxiij di Giugno 1542' come informazioni riguardanti la pubblicazione; tuttavia nel titolo compare un 3 luglio. Non mi è chiaro come conciliare queste due date, mi viene il dubbio che la prima non sia davvero la data di stampa."
P-1546-CE-0801;1546 Crete Earthquake;;;;"Copia di una lettera che contiene li spaventoli &amp; horrendi terremoti venuti nell'isola di Candia, &amp; la gra(n)de rovina &amp; strage che ha fatto nella città di Rhetimo, &amp; paese convicino: con il numero delle genti uccise, case rovinate &amp; bestiame morto: et i miracoli che si sono veduti in dette rovine";Cartolari, Girolama (In platea Parionis' was the address of Gerolama, widow of the printer Baldassarre Cartolari. Cfr. Borsa, G. Clavis typographorum, II, p. 452.)';In Roma: Nella Piazza di Parione;Rome;;;1546;Italian;Prose;;Washington, Folger Shakespeare Library 183- 792q;;;;;
P-1557-PA-000B;1557 Palermo Flood;Dorico, Valerio;;;"Nuovo aviso del più horrendo, et miserabil diluvio, che sia in memoria d’huomo occorso; avvenuto a li XXV di settembre M DL VII in Sicilia, et particolarmente ne la città di Palermo";Dorico, Valerio;Si vendeno alla chiavicha di S. Lucia;Rome;;;1557;Italian;Prose;803857;Rome, Biblioteca Casanatense VOL MISC.1927 16;https://books.google.fr/books?vid=IBCR:BC000021623&redir_esc=y;I-1557-PA-0224 / 1557 Palermo Flood / City View (This document includes);;FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Enumerazione dei danni e delle vittime;USTC fornisce info sulla stampa, controlla https://www.ustc.ac.uk/editions/803857
P-1562-CI-0A3E;1562 Cile Earthquake;Marchese, Francesco;;;Pane / quotidiano dell’anima cioè Diario d’Esercitii divoti per ciascun Giorno, ad / onore del Venerabilissimo Sacramento dell’Altare opera di Francesco Marchese della / Congregazione dell’Oratorio. Tomo quarto;Pezzana, Nicolò;Presso Nicolò Pezzana;Venice;The text recalls the miracle that occurred in a Chilean church during the earthquake of 1562.;;1710;Italian;Prose;;Biblioteca Nazionale Centrale di Firenze A-S12 T6.;https://books.googleusercontent.com/books/content?req=AKW5QadG81o_PRu8FIOHNgFNEJsmYewCAhTGRPSHxHYrktkCnyR9ragw_eim3zBWTrH1YqmIhL1-_Xv5V8OAEXSJt8eMVsRHnz4PB8pZUcXDzhzDlOIEqovj6QdWiSoLVha9w-7gVf1bMRwAvIzWMU2fknCxxAK-Z7bSU4xIeya6xgjicd885KSM6rN29qTjyhGdP_a2X;;;TOPOI DELLA NARRAZIONE→Miracoli, prodigi, Interventi soprannaturali;
P-1564-MAE-0803;1564 Maritime Alpes Earthquake;;;;Prodigii spaventosi et terremoti insoliti, con la sommersione di molte terre, & caduta de monti altissimi occorsi questi dì passati su quel di Nizza di Provenza. Di più vi è l'aviso d'un caso maraviglioso occorso in Slesborg, terra d'Alemagna nella Chiesa di Santo Honofrio, contra alcuni seditiosi delle cose sacre;Rossi, Giovanni;In Bologna, Nella via di San Mammolo;Bologna;;;1564;Italian;Prose;;London, British Library General Reference Collection DRT Digital Store RB.23.a.20305;https://books.google.it/books?id=R8uNsqthm6sC&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;;The other event reported is not a disaster, but a sort of miracle happened in Germany.;;
P-1570-FE-000D;1570 Ferrara Earthquake;Flores, Bartolomé de;;;Relación del espantable temblor y tempestad de rayos, que ahora ha sucedido en el mes de enero próximo passado deste año de setenta y vno, en la ciudad de Ferrara e juntamente como en Flandes se annegaron de una creciente cient villas y lugares;Soto, Lorenzo de;Impresso en la villa de Martin Muñoz por Lorencio de Soto. MDLXXI;Martín Muñoz de las Posadas;;;1571;Spanish;Verse;336283;Madrid, Biblioteca Nacional de España R-31364/5;;;;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;
P-1570-FE-0804;1570 Ferrara Earthquake;;;;"Narratione del grandissimo et horribil terremoto accaduto in Lombardia &amp; massime nella città di Ferrara l'anno 1570 dalli 16 fino alli 22 novembre";;"In Mant. &amp; ristampato in Cremona";Mantua;;Cremona;1571;Italian;Prose;;"New Heaven, Yale University Library 1980 +20; Cambridge, Cambridge University Library  CCC.28.127";;;;;
P-1570-FE-0805;1570 Ferrara Earthquake;;;;"Il trionfo dei poltroni, in aria del vero amante, nel qual si descrive tutto il dilittoso paese di Cucagna. Et con il spaventoso &amp; compassionevol terremoto venuto nella città di Ferrara";;;;;;1570;Italian;Prose;;Rome, Biblioteca Universitaria Alessandrina XIII a.57 50;;;;;
P-1575-PA-000E;1575 Palermo Plague;Ingrassia, Giovanni Filippo;;;Informatione del pestifero, et contagioso morbo: il quale affligge et have afflitto questa città di Palermo, & molte altre città, e terre di questo Regno di Sicilia, nell'anno 1575 et 1576, col regimento preservativo, & curativo, da Giovan Filippo Ingrassia;Mayda, Giovanni Matteo;appresso Giovanni Mattheo Mayda;Palermo;;;1576;Italian;Prose;836315;Palermo, Biblioteca Centrale della Regione Siciliana Alberto Bombace RARI SIC. 146.1;http://www.bibliotecacentraleregionesiciliana.it/rari_sic_145_3.pdf;"I-1575-PA-0225 / 1575 Palermo Plague / Allegory of Justice; Allegorical Scenes (This document includes)";;;
P-1575-PA-087F;1575 Palermo Plague;Cascini, Giordano;All'Illustrissimo Senato di Palermo;Senato of Palermo;Di S. Rosalia vergine palermitana libri tre composti dal / R.P. Giordano Cascini della Compagnia di Giesù nelle quali si spiegano / l’Inventione delle Sacre Reliquie, la Vita solitaria, e gli Honori di lei. Con / Aggiunta di trè Digressioni historiche, del Monte Pellegrino, ove visse e morì: / di suo Parentando, c’hebbe discendenza dall’Imperadore Carlo Magno e d’alcuni / componimenti in sua lode;Cirilli;Appresso i Cirilli;Palermo;The preacher evokes a miracle performed by Saint Rosalia on the occasion of the Palermitan plague of 1575. Reference is made to the large number of saints invoked in addition to Rosalia to ward off the contagion.;;1651;Italian;Prose;;Lyon, Bibliothèque jésuite des Fontaines SJ V 585/6;https://books.googleusercontent.com/books/content?req=AKW5QacYrXN0n4zrISOR_fvaT0rBx6QpmBXYOJlclzGJKqhCbLwHAlVMDUM7EnpJKpCuSiPEV-ZVp5UILnb3Y8wSiQlLgDKoZeft7N4mIfYjZBvz34LBCAPsxXEWRlrYHfFMbnwKLKmx35xGRKn37JmyQs5bTeZ8wBgcq0AkcizTppNwhXkUyRGg4QWgtMeeyHwBJTe-5;;;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;
P-1581-PA-064A;1581 La Paz Earthquake;Acosta, José de;Dirigida a la Serenísima Infanta Doña Isabella / Clara Eugenia de Austria;Isabel Clara Eugenia de Austria;Historia natural y moral de las Indias;León, Juan de;En casa de Juan de León;Seville;Acosta mentions the destruction of the indigenous village of Angoango (near the city of La Paz), where sorcerers and idolaters lived, as a result of the earthquake.;;1590;Spanish;Prose;;Rome, Biblioteca Casanatense CCC K VI. 32;https://books.google.it/books?vid=IBCR:BC000019069&redir_esc=y&hl=it;;;;
P-1581-PA-064B;1581 La Paz Earthquake;Calancha, Antonio de la;Dedicada a nuestra señora / de Gracia, singular Patrona i Abogada de la dicha Orden;Virgin of Gracia;Coronica moralizada del orden de San Augustin en / el Peru con sucesos egenplares en esta Monarquia ...;Lacavalleria, Pedro;Por Pedro Lacavalleria, en la calle de la / Libreria;Barcelona;De la Calancha tells of the destruction of the indigenous people of Anco Anco, who were scorched by fire and swallowed by the earth (pp. 513-517). The phenomenon narrated was explained by José de Acosta in 1590 (Historia natural y moral de las Indias) as the result of an earthquake. De la Calancha adds a moralising dimension to the narrative: the Indians were victims of God's punishment as sodomites and idolaters.;;;Spanish;Prose;5008407;Seville, Biblioteca de la Universidad de Sevilla A 050/111;https://archive.org/details/A050111;;;INTERPRETAZIONE→Punizione per i peccati degli uomini;
P-1581-PA-064C;1581 La Paz Earthquake;Torres, Bernardo de;Dedicada a N. Muy R. P. Maestro fray Iuan del / Alamo dignissimo Prior Provincial de dicha Provincia;Álamo, Juan del;Cronica de la provincia peruana de la orden de los ermitaños de San / Agustin Nuestro Padre ...;Santos de Saldaña, Juan;En la imprenta de Iulian Santos de Saldaña;Lima;A p. 501, Torres refers to the impossibility of evangelising the Indians of the Anco Anco settlement. This forced Father Contreras to leave the doctrine in the hands of the bishop in 1567, and subsequently justified the divine punishment: the earth opened up and swallowed the village. In this way, Torres continues the moralising explanation of the disappearance of the village already applied by Father Antonio de la Calancha, the Augustinian chronicler who preceded him. In fact, Torres recalls that Maestro Calancha had already explained the event in detail. Previously, the Jesuit José de Acosta had attributed the disappearance of the Anco Anco village to an earthquake in 1581.;;1657;Spanish;Prose;;Providence, John Carter Brown Library 1-SIZE BA657.T693c;https://archive.org/details/cronicadelaproui00torr;;;INTERPRETAZIONE→Punizione per i peccati degli uomini;
P-1581-PA-064E;1581 La Paz Earthquake;Córdoba y Salinas, Diego de;Dirigida a / la Catolica Magestad  de Don Felipe IIII N. S. rey potentissimo de las / Espanas, y Monarca invictissimo del Nuevo Orbe, en su Real y Supremo Consejo de / Indias;Philip IV;Coronica de la religiosissima provincia de los doze apostoles del Peru, de la orden de N.P. S. Francisco  de la regular observancia ...;López de Herrera, Jorge;Por Jorge López Herrera;Lima;The Franciscan, like the Augustinian Antonio de la Calancha, narrates in a moral key the destruction of the indigenous village of Anco Anco (Ango Ango) by the earthquake of 1581 mentioned by José de Acosta in his Historia natural y moral de las Indias (Natural and Moral History of the Indies, 1590). The idolatrous and sorcerous Indians would have been punished for their refusal to convert, so the event should act as a reminder to stop their vices.;;1651;Spanish;Prose;;Madrid, Biblioteca Nacional de España R/14078;http://bdh-rd.bne.es/viewer.vm?id=0000015363&page=1;;;INTERPRETAZIONE→Punizione per i peccati degli uomini;
P-1582-AE-05F4;1582 Arequipa Earthquake;Acosta, José de;Dirigida a la Serenísima Infanta Doña Isabella Clara Eugenia de Austria;Isabel Clara Eugenia de Austria;Historia natural y moral de las Indias ;León, Juan de;En casa de Juan de León;Seville;;;1590;Spanish;Prose;;Rome, Biblioteca Casanatense CCC K.VI.32;https://books.google.it/books?vid=IBCR:BC000019069&redir_esc=y&hl=it;;;INTERPRETAZIONE→Aristotelismo/tomismo;
P-1582-AE-0641;1582 Arequipa Earthquake;Calancha, Antonio de la;Dedicada a nuestra / señora de Gracia, singular Patrona i Abogada de la dicha Orden;Virgin of Gracia;Coronica moralizada del orden de San Augustin en / el Peru con sucesos egenplares en esta Monarqvia ...;Lacavalleria, Pedro;Por Pedro Lacavalleria, en la calle de la Libreria;Barcelona;The friar claims that the earthquake almost destroyed the city.;;1638;Spanish;Prose;5008407;Seville, Biblioteca de la Universidad de Sevilla A 050/111;https://archive.org/details/A050111;;;;
P-1582-PE-0685;1582 Pozzuoli Earthquake;Costo, Tommaso;All'illustriss. Signore il Sig. Don Scipione Pignatello Marchese di Lauro, e Signore della terra di Palma;Pignatelli, Scipione;Giunta di tre libri di Tomaso Costo. Al Compendio dell'istoria del regno di Napoli dal principio dell'anno MDLXIII insino alla fine dell'ottantasei;"Cappelli Giovanni Battista; Pelusio, Giuseppe";"Venezia, presso Giovanni Battista Cappelli &amp; Giuseppe Pelusio, 1588";Venice;An earthquake in May 1582 damaged many buildings and caused some casualties in Pozzuoli. The earthquake also damaged underground cisterns in Naples.;;1588;Italian;Prose;824413;;;;"This text also seems to be the source of the narratives of Jules-César Boulenger (Historiarum sui temporis libri tredecim quibus res toto orbe gestae ab anno 1560 ad annum usque sexcentesimum XII continentur, 1617), Mauritio de Gregorio (Commentari laconici o Endelechia, 1645), Rutilio Benincasa (Almanaccho perpetuo, 1626),&nbsp;and Marcello Bonito (Terra tremante, 1691).";FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Enumerazione dei danni e delle vittime;
P-1582-PE-068B;1582 Pozzuoli Earthquake;Minerva, Paolo;"Illustrissimo, ac reverendissimo D. Fr. Augustino Galamino S.R.E. Cardinali de Aracæli Nuncupato Ordinis Prædicatorum Episcopo Lauretano, &amp;c.";Galamini, Agostino;Praesagitura temporum seu De praecognoscendis temporum mutationibus;Vitale, Costantino;Napoli, ex typographia Costantino Vitale, 1620;Naples;The piety of the city of Naples towards the earthquake-affected city of Pozzuoli is expressed in the erection of a Capuchin temple in honour of St. Gennaro.;;1620;Latin;Prose;4001255;;;;Text quoted by Marcello Bonito, Terra tremante (1691).;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;
P-1582-PE-068C;1582 Pozzuoli Earthquake;Summonte, Giovanni Antonio;;;Historia della città e Regno di Napoli, di Gio. Antonio Summonte Napolitano;Carlino, Giovanni Giacomo;Napoli, appresso Giovanni Giacomo Carlino, 1601;Naples;The church of San Gennaro in Pozzuoli was erected thanks to funds granted by the deputies of the city of Naples. After the construction of this church, there were no more earthquakes.;;1601;Italian;Prose;4034129;;;;Text quoted by Marcello Bonito, Terra tremante (1691).;RISPOSTE ISTITUZIONALI→Figure eroiche/Gesti salvifici;
