Record;Event;Archive;Author/sender;Recipient;Date of writing;Start point;Date of receipt;End point;Summary;Language;Related images or documents;Other Events;Link;Analytic tags;Private notes
_M-1586-LE-0387_;_1586 Lima Earthquake_;_Seville, Archivo General de Indias, Lima, 108, Cartas y expedientes del Cabildo secular de Lima_;_Cabildo secular of Lima_;_Consejo de Indias_;_1586_;_Lima_;__;_Madrid_;_A copy of the agreement made in Lima between various institutions to share the costs of reconstructing certain public, military and religious buildings_;_Spanish_;__;__;__;__;__
_M-1586-LE-0388_;_1586 Lima Earthquake_;_Seville, Archivo General de Indias, Lima, 108, Cartas y expedientes del Cabildo secular de Lima_;_Cabildo secular of Lima_;_Consejo de Indias_;_1589-05-10_;_Lima_;__;_Madrid_;_File titled (a posteriori) 'Memorial de lo que pide y suplica la Ciudad de los Reyes al Rey N.ro Señor'. The members of the Cabildo ask the sovereign to allow the city to levy a tax , in order to enable it to rebuild some public buildings_;_Spanish_;__;__;__;__;_Beyond the earthquake, the Cabildo mentions the damages caused by the frequent flooding of the nearby river_
_M-1586-LE-05FA_;_1586 Lima Earthquake_;_Seville, Archivo General de Indias, Patronato, 255, N. 3, G. 3, R. 4_;_Flores de Quiñones, Álvaro _;_Consejo de Indias_;__;_Cartagena de Indias_;__;_Madrid_;_The officer of the fleet, who was in the port of Callao on the days of the earthquake, along with other news on the state of his fleet, reports that in the port of Callao the tidal wave had destroyed the merchandise stored there and the ships from New Spain_;_Spanish_;__;__;__;__;__
_M-1586-LE-05FB_;_1586 Lima Earthquake_;_Seville, Archivo General de Indias, Patronato, 191, R. 6_;__;_Consejo de Indias_;_1586-09-13_;_Panama_;__;_Madrid_;_Panama authorities report that a ship, that left from Lima on 25 July and arrived in Panama, reports a tsunami in the port of Callao and damages in Lima_;_Spanish_;__;__;__;__;__
_M-1586-LE-05FC_;_1586 Lima Earthquake_;_Seville, Archivo General de Indias, Lima, 31, Cartas y expedientes de virreyes de Perú_;_Torres y Portugal, D. Fernando de _;_Consejo de Indias_;_1586-11-03_;_Lima_;__;_Madrid_;_detailed report by the Viceroy on the earthquake. The viceroy was at the port of Callao, which was hit by a tsunami. Few days later he went back to Lima, where the buildings were seriously damaged, and settled in the convent of St. Francis, one of the few buildings not destroyed by the quake._;_Spanish_;__;__;__;__;__
_M-1586-LE-05FD_;_1586 Lima Earthquake_;_Seville, Archivo General de Indias, Lima, 116. Papeles pertenecientes a los servicios del Conde de Villar, D. Fernando de Torres y Portugal [printed in L. Hanke, Los virreyes españoles, Peru, I. p. 219-220]_;_Torres y Portugal, D. Fernando de _;_Consejo de Indias_;_[1593]_;_Lima_;__;_Madrid_;_In his end-of-term report, the Viceroy recalls that the earthquake had destroyed buildings in many towns and villages, and claims to have done much to help rebuild. However, the description that follows concerns mainly the temporary accommodation provided for himself and other government bodies, and essentially meets financial reporting requirements_;__;__;__;__;__;__
_M-1586-LE-0664_;_1586 Lima Earthquake_;_Rome, Biblioteca Apostolica Vaticana, Barb. Lat. 3584_;_Vázquez de Espinosa, Antonio_;__;_ca. 1628 It was finished around that time._;__;__;__;_On p. 474, the author states that the cause of the Lima earthquake of 1586 was the existence of hot air trapped in the depths of the earth. The air, when it does not find a way out, ends up exploding and breaking the surface of the earth, as well as igniting the fire of volcanoes._;_Spanish_;__;_1575 Valdivia earthquake;1582 Arequipa Earthquake;1600 Huaynaputina Eruption;1606 Momotombo Eruption;1619 Trujillo Earthquake_;_https://repository.si.edu/handle/10088/23742_;__;__
_M-1587-QU-0389_;_1587 Quito Earthquake_;_Seville, Archivo General de Indias, Quito, 8, r. 22, n. 65_;_Audiencia of Quito_;_Philip II_;_1588-08-06_;_Quito_;__;_Court_;_The document contains a mention of the Quito earthquake_;_Spanish_;__;__;__;__;__
_M-1587-QU-038A_;_1587 Quito Earthquake_;_Archivum Romanum Societatis Iesu, Provincia Novi Regni et Quitensis, vol. 14, ff. 2r-2v_;_Unknown_;_Unknown_;__;__;__;__;_'Relacion del terremoto que ubo en la ciudad de Quito a los 30 de Agosto de 1587 sacada de lo que escrivieron al p.e Juan de Atiença de la Comp.a de Jhs del Peru. El p.e Joan de Hinojosa y otros padres de la mesma Comp.a a 12 de septiembre de 1587'. Report on the earthquake in Quito on 30 August 1587 based on the writings of Fathers Juan de Hinojosa and other Jesuit Fathers to Father Juan de Atienza on 12 September 1587_;__;__;__;__;__;__
_M-1589-MA-038B_;_1589 Manila Earthquake_;_Seville, Archivo General de Indias, Filipinas, 18A, r. 7, n. 46_;_Vera, Santiago de_;_Philip II_;_1589-07-13_;_Manila_;__;_Court_;_Reference to Manila Earthquake_;_Spanish_;__;__;__;__;__
_M-1591-SM-038C_;_1591 San Mateo Atenco Earthquake_;_Seville, Archivo General de Indias, México, 1092, l. 14_;_Philip II_;_Velasco, Luis de_;_1592-09-21_;_Burgos_;__;_Mexico City_;_Request on San Mateo Atenco situation and on the possibility to move city_;_Spanish_;__;__;__;__;__
_M-1594-SS-038D_;_1594 San Salvador Earthquake_;_Seville, Archivo General de Indias, Guatemala, 43, 65, 1_;_Consejo de Indias_;_Philip III_;_1602-06-27_;_Valladolid_;__;__;_Decisions by Philip III on the earthquake_;_Spanish_;_M-1594-SS-038E / 1594 San Salvador Earthquake / Report on San Salvador earthquake;M-1594-SS-038F / 1594 San Salvador Earthquake / Report on San Salvador in the aftermath of the earthquake_;__;__;__;__
_M-1594-SS-038E_;_1594 San Salvador Earthquake_;_Seville, Archivo General de Indias, Guatemala, 43, 65, 2_;_Cabildo secular of San Salvador_;_Philip III_;_1601-04-04_;_San Salvador_;__;_Valladolid_;_Report on San Salvador earthquake_;_Spanish_;_M-1594-SS-038D / 1594 San Salvador Earthquake / Decisions by Philip III on the earthquake;M-1594-SS-038F / 1594 San Salvador Earthquake / Report on San Salvador in the aftermath of the earthquake_;__;__;__;__
_M-1594-SS-038F_;_1594 San Salvador Earthquake_;_Seville, Archivo General de Indias, Guatemala, 43, 66_;_Audiencia of Guatemala_;_Philip III_;_1604-05-03_;_Guatemala_;__;_Valladolid_;_Report on San Salvador in the aftermath of the earthquake_;_Spanish_;_M-1594-SS-038D / 1594 San Salvador Earthquake / Decisions by Philip III on the earthquake;M-1594-SS-038E / 1594 San Salvador Earthquake / Report on San Salvador earthquake_;__;__;__;__
_M-1595-BA-05DF_;_1595 Barcelona Flood_;_Barcelona, Arxiu Històric de la Ciutat, Registro de Deliberaciones, 1.B.II-104, f. 84r_;_Consell de Cent_;__;_1595-06-07_;_Barcelona_;__;__;__;_Catalan_;__;__;_https://catalegarxiumunicipal.bcn.cat/ms-opac/image-file/byte?f=/opt/baratz/mediasearch/cache/raw/1/00000455/1109926/2026230111111.pdf
_;__;__
_M-1597-MC-0390_;_1597 Mexico City Earthquake_;_Seville, Archivo General de Indias, México, 23, n. 95_;_Zúñiga y Acevedo, Gaspar de_;_Philip II_;_1597-11-27_;_Mexico City_;_1598-11-03_;_Court_;_The document contains a mention of the Mexico City earthquake_;_Spanish_;__;__;__;__;__
_M-1599-CA-0661_;_1599 Camaná Earthquake_;_Rome, Biblioteca Apostolica Vaticana, Barb. Lat. 3584_;__;__;__;__;__;__;_On p. 463 Vázquez de Espinosa claims that the earthquake caused a tsunami that swept away the Camaná vineyards, which had to be transferred to an area south of the river._;_Spanish_;__;__;__;__;__
_M-1600-HU-0391_;_1600 Huaynaputina Eruption_;_Seville, Archivo General de Indias, Lima, 111, Cartas y expedientes de varios cabildos seculares del distrito de la Audiencia de Lima_;_Medina, Alonso de_;_Audiencia of Lima; Cabildo of Lima_;_1600-03-01_;_Lima_;_1600-03-01_;_Lima_;_File titled La Ciudad de Arequipa a Lima 1601 [yet, the petition is dated 1600]. The procurator reports on the eruption and earthquakes and the ruin of Arequipa. This is followed by a detailed description of the different phases of the eruption and the phenomena that preceded it._;_Spanish_;__;__;__;__;__
_M-1600-HU-0392_;_1600 Huaynaputina Eruption_;_Seville, Archivo General de Indias, Lima, 34, Cartas y expedientes de virreyes de Perú, exp. 6_;_Velasco, Luis de_;_Consejo de Indias_;_1600-05-08_;_Callao (Lima)_;__;_Madrid_;_A detailed account of attacks and raids by Dutch pirates along the Chilean and Peruvian coasts between late 1599 and early 1600, with interesting data on the information exchanged by the Viceroy with other Spanish officers stationed along the east coast. The flow of information is interrupted by the eruption of the volcano and some of the effects are described._;_Spanish_;__;__;__;__;_the first news of the eruption is received by the Viceroy on 5 March 1600_
_M-1600-HU-0393_;_1600 Huaynaputina Eruption_;_Seville, Archivo General de Indias, Lima, 111, Cartas y expedientes de varios cabildos seculares del distrito de la Audiencia de Lima_;_Cabildo secular of Arequipa_;_Consejo de Indias_;_1601-03-30_;_Arequipa_;__;_Madrid_;_After a brief summary of the phenomena linked to the eruption and their consequences, the members of the Cabildo praise the efforts of the corregidor Juan Hurtado de Mendoça and wish that he be rewarded by the King_;_Spanish_;_M-1600-HU-0396 / 1600 Huaynaputina Eruption / The members of the Cabildo praise the efforts of the corregidor Juan Hurtado de Mendoça, especially during the emergency management, and wish that he be rewarded by the King (Very similar to)_;__;__;__;__
_M-1600-HU-0394_;_1600 Huaynaputina Eruption_;_Seville, Archivo General de Indias, Lima, 111, Cartas y expedientes de varios cabildos seculares del distrito de la Audiencia de Lima_;_Alvarado Bracamonte, Juan de_;_Consejo de Indias_;_1603-12-23_;_Arequipa_;__;_Madrid_;_File titled Memorial del procurador general de la Ciudad de Arequipa. It summarises 4 requests made by the city to the King to mitigate its troubles_;_Spanish_;_M-1604-AE-039C / 1604 Arica Earthquake / After recalling the damage caused by the eruption in 1600 and the pleas for help to the king made in 1603, the Procurator informs that in 1604 Arequipa has been hit by a strong earthquake, which has produced serious damage and casualties. He begs the king to order the viceroy to relieve the city's burdens without the delays that characterised the previous request._;_1582 Arequipa Earthquake_;__;__;__
_M-1600-HU-0395_;_1600 Huaynaputina Eruption_;_Seville, Archivo General de Indias, Lima, 111, Cartas y expedientes de varios cabildos seculares del distrito de la Audiencia de Lima_;_Mendoza, Juan Hurtado de_;_Consejo de Indias_;_1601-09-18_;_Arequipa_;__;_Madrid_;_The file contains transcripts of the testimonies of 5 witnesses in support of the corregidor. Witnesses praise the corregidor's attitude in the management of the emergency due to the eruption, and state that he deserves an award from the King._;_Spanish_;__;__;__;__;__
_M-1600-HU-0396_;_1600 Huaynaputina Eruption_;_Seville, Archivo General de Indias, Lima, 111, Cartas y expedientes de varios cabildos seculares del distrito de la Audiencia de Lima_;_Cabildo secular of Arequipa_;_Consejo de Indias_;_1602-03-27_;_Arequipa_;__;_Madrid_;_The members of the Cabildo praise the efforts of the corregidor Juan Hurtado de Mendoça, especially during the emergency management, and wish that he be rewarded by the King_;_Spanish_;_M-1600-HU-0393 / 1600 Huaynaputina Eruption / After a brief summary of the phenomena linked to the eruption and their consequences, the members of the Cabildo praise the efforts of the corregidor Juan Hurtado de Mendoça and wish that he be rewarded by the King (Very similar to)_;__;__;__;__
_M-1600-HU-0397_;_1600 Huaynaputina Eruption_;_Seville, Archivo General de Indias, Lima, 111, Cartas y expedientes de varios cabildos seculares del distrito de la Audiencia de Lima_;_Cabildo secular of Arequipa_;_Consejo de Indias_;_1602-03-30_;_Arequipa_;__;_Madrid_;_Several pleas to the King in support of abbot Martin de Unsunolo. Among the others, the members of the Cabildo praise the abbot's habits and actions in the service of the faith and the church of Arequipa, and ask the king to give them annuities to compensate him for the goods lost due to the eruption._;_Spanish_;__;__;__;__;__
_M-1600-HU-0398_;_1600 Huaynaputina Eruption_;_Seville, Archivo General de Indias, Lima, 2, Consultas originales del Consejo, exp. 283_;_Consejo de Indias_;_Philip III_;_1604-09-25_;_Valladolid_;__;_Valladolid_;_The Council summarises several reports sent by the Viceroy in 1601 and 1602, in which the lasting consequences of the eruption on the Arequipa territory and the request made by the vecinos for tax exemptions are reported. The Council proposes to the Sovereign to approve the exemption already granted by the Viceroy, but in case of new claims asks the Viceroy to report again on the state of the city_;_Spanish_;__;__;__;__;__
_M-1600-HU-0399_;_1600 Huaynaputina Eruption_;_Seville, Archivo General de Indias, Lima, 2, Consultas originales del Consejo, exp. 449_;_Consejo de Indias_;_Philip III_;_1608-07-10_;_Madrid_;__;_Madrid_;_Following a petition by the female Monasterio de Nuestra Señora de los Remedios de la Orden de Santo Domingo, originally founded in Arequipa and relocated in Cuzco after the eruption. The nuns ask for annuities to be granted to them, since the monastery's properties located in the Arequipa area are all unproductive due to the eruption_;__;__;__;__;__;__
_M-1600-HU-039A_;_1600 Huaynaputina Eruption_;_Seville, Archivo General de Indias, Lima, 111, Cartas y expedientes de varios cabildos seculares del distrito de la Audiencia de Lima_;_Cabildo secular of Arequipa_;_Consejo de Indias_;_1606-09-15_;_Arequipa_;__;_Madrid_;_The Arequipa cabildo requests that the city be made an Episcopal see, because the rents from its lands are taken from the bishop of Cuzco. if it becomes an episcopal see, the rents could be used to rebuild the religious buildings damaged by the recent eruption and earthquake_;_Spanish_;__;_1604 Arica Earthquake_;__;__;__
_M-1600-HU-039B_;_1600 Huaynaputina Eruption_;_Seville, Archivo General de Indias, Lima, 111, Cartas y expedientes de varios cabildos seculares del distrito de la Audiencia de Lima_;_Farfán de los Godos, Antonio_;_Consejo de Indias_;_1621-04-07_;_Arequipa_;__;_Madrid_;_The procurator's plea, accompanied by a letter from the Cabildo of Arequipa, recalls the recent calamities and in particular the damage caused to the main church, which will have to house the new bishop, and requests a subsidy from the sovereign in order to rebuild it_;_Spanish_;__;_1604 Arica Earthquake_;__;__;__
_M-1600-HU-064F_;_1600 Huaynaputina Eruption_;_Copenhaguen, Royal Danish Library , GKS 2232 4°_;_Poma de Ayala, Felipe Guaman_;__;_before 1616_;__;__;__;_Nueva corónica y buen gobierno. In volume 2, p. 416, the chronicler refers to the destruction of Arequipa by the eruption of the Huaynaputina volcano as a result of divine punishment. The people who managed to save themselves did so thanks to their prayers addressed to the Virgin, the saints and the angels. According to Poma de Ayala, Arequipa was devastated by fire, but in one of the images of that city and Arica that his work includes (volume 2, pp. 397 and 399) , he also refers to the ash that for days prevented seeing the sky in both cities._;_Spanish_;_I-1600-HU-0653 / 1600 Huaynaputina Eruption / The city of Arica buried by the ashes of Huaynaputina after the eruption of 1600 (This document includes);I-1600-HU-0656 / 1600 Huaynaputina Eruption / The city of Arequipa buried by the ashes of Huaynaputina after the eruption of 1600 (This document includes)_;__;_Vol. 1: https://archive.org/details/guaman-poma-de-ayala-felipe.-nueva-coronica.-tomo-i-ocr-1980
Vol. 2: https://archive.org/details/guaman-poma-de-ayala-felipe.-nueva-coronica.-tomo-ii-ocr-1980/page/396/mode/2up?q=arequipa&view=theater
_;__;__
_M-1600-HU-0662_;_1600 Huaynaputina Eruption_;_Rome, Biblioteca Apostolica Vaticana, Barb. Lat. 3584_;_Vázquez de Espinosa, Antonio_;__;_ca. 1628_;__;__;__;_The author, on p. 469, states that the ash from the eruption spread over 200 leagues and reached the ships that were sailing. Vázquez de Espinosa claims that at the time of writing there was still a lot of ash for more than 150 leagues, which he himself had seen. According to witnesses, many incandescent pumice stones fell into the Tambo river and ended up devastating farms and their livestock. When the river flowed into the sea, it ended up cooking the fish and, according to the author, it was thanks to God that their corpses did not cause a plague. The ash rain lasted seven days, prevented the sun from being seen and caused many houses to fall and burn down. The earth was scorched by the ash, which prevented it from producing fruit for a long time, as it does today.Vázquez de Espinosa's account includes the report of the soldier Pedro de Vivar (pp. 470-474) who relates the evolution of the effects of the eruption on Arequipa. According to Pedro de Vivar, in the first days, the population did not know that the rain of ash that plunged the city into darkness had been caused by the eruption of the volcano. Although some already suspected that it might have been caused by the neighbouring volcano, at first, the population considered other possibilities: that it had been caused by the sea or that it was the end of the world. Vivar's account goes into detail on the processions that took place, in which various images were exhibited, such as those of Christ, Santa Marta (advocate for the earthquakes in Arequipa), San Jacinto, San Francisco, Nuestra Señora de Copacabana, del Rosario, de Gracia and de la Consolación, as well as various relics. The soldier details the reaction of the Indians: some offered human sacrifices to the volcano, which Vivar identifies as the devil, and others decided to hang themselves, convinced by the devil. Likewise, the author of the account also points out the prominence of the religious orders in the organised religious rituals, specifically the Society of Jesus, the Dominicans (such as the prior Domingo Peres) and the Augustinians (the prior Diego Gutierres stands out). He recalls the effects on the Tambo river, transformed into a river of fire that cooked the fish once it flowed into the sea._;_Spanish_;__;_1575 Valdivia earthquake;1582 Arequipa Earthquake;1586 Lima Earthquake;1606 Momotombo Eruption;1619 Trujillo Earthquake_;_https://repository.si.edu/handle/10088/23742_;__;__
