Record;Event;Author;Recipient/dedicatee information;Recipient/dedicatee;Title;Printer;Printer information;Place;Summary;Other places quoted by the printer;Year;Language;Form (prose/verses/mixed);Identifier in USTC;Reference copy-ies;Digitised copy link;Related images and documents;Additional notes;Analaytic tags;Private notes;;;;
P-1603-SE-0015;1603 Seville Flood;Mesa, Tomás de;;;Andeluvio y ruina que hizo el río Guadalquivir, en la ciudad de Sevilla, y Triana, y otros pueblos comarcanos, en veinte de diziembre deste año de mil y seiscientos y tres. Donde se da cuenta del mucho mal q[ue] hizo, derribando casas, ahogando gentes, echando a perder mucha suma de mercaderías, hundiendo navíos de trigo, y otras cosas, y las grandes prevenciones que su señoría el assistente, y sus justicias, hicieron para reparar los daños que hacía a la ciudad, juntamente co[n] los señores veintiquatros de la dicha ciudad;Lara, Fernando de;en casa de Fernando de Lara;Seville;;;1603;Spanish;Verse;5026429;Madrid, Biblioteca Nacional de España VE/1428/1;;I-1603-SE-022B / 1603 Seville Flood / City View (This document includes);CBDRS: 0007025;;foto Milena;;;;
P-1603-SE-0016;1603 Seville Flood;de las Casas Alés, Blas;;;Cuarta relación de el avenida del río de Sevilla. Compuesto en octavas muy curiosas por vecino de Sevilla;Pérez, Francisco;Francisco Pérez (en casa de);Seville;;;1604;Spanish;Verse;Null;Biblioteca Duque de T’Serclaes, A, Caja 1 n.º 7;;I-1603-SE-022C / 1603 Seville Flood / View of Fortified City (This document includes);;;da cercare (pubblicata in Gonzalo García 2019);;;;
P-1604-AE-0646;1604 Arica Earthquake;Calancha, Antonio de la;Dedicada a nuestra señora / de Gracia, singular Patrona i Abogada de la dicha Orden;Virgin of Gracia;Coronica moralizada del orden de San Augustin en el Peru con sucesos egenplares en esta Monarqvia [...];Lacavalleria, Pedro;Por Pedro Lacavalleria, en la calle de la / Libreria;Barcelona;Although the earthquake brought down Arequipa's best buildings, according to De la Calancha, it also managed to increase the fertility of the land.;;1638;Spanish;Prose;5008407;Seville, Biblioteca de la Universidad de Sevilla A 050/111;https://archive.org/details/A050111;;;;;;;;
P-1606-GU-0017;1606 Guissona Fire;Unknown;;;Relación verdadera del caso desastrado que sucedió en la villa de Guissona, lunes de Ramos deste año de 1606, de un incendio de fuego que se hizo en unas mesas de pólvora que allí se vendían, donde se quemaron muchísimas personas, y hubo muertos : cuenta el autor de que modo fue y como se hizo  va a la fin un romance muy curioso de Hernando Cortés Marqués del Valle;"Graells, Gabriel; Dótil, Giraldo";en la emprenta de Gabriel Graells y Giraldo Dótil venense en casa de Honofre Bergada;Barcelona;;;1606;Spanish;Verse;5035281;Barcelona, Biblioteca de Catalunya F.Bon. 10823;;;;;;;;;
P-1606-LI-0634;1606 Lima Earthquake;Córdoba y Salinas, Diego de;Dirigida a la Catolica Magestad  de Don Felipe IIII N. S. rey potentissimo de las Espanas, y Monarca invictissimo del Nuevo Orbe, en su Real y Supremo Consejo de Indias;Philip IV;Coronica de la religiosissima provincia de los doze apostoles del Peru, de la orden de N.P. S. Francisco de la regular observancia [...];López de Herrera, Jorge;Por Jorge López de Herrera;Lima;The friar claims that he witnessed the earthquake, which took place at 8 a.m.;;1651;Spanish;Prose;;Madrid, Biblioteca Nacional de España R/14078;http://bdh-rd.bne.es/viewer.vm?id=0000015363&page=1;;;;;;;;
P-1608-SE-0018;1608 Seville Flood;Brizuela Corcuera, Diego;;;"Relación muy verdadera de la tempestad, huracanes y temblores de tierra que succedieron en la ciudad de Sevilla día de señor san Benito, que se contaron veynte y uno de março deste año de 1608, compuesta por el maestro Diego de Briçuela Corçuera, cura proprio de la villa de los poçuelos, en el campo de Calatrava por su Magestad, estante este día en Sevilla; Con un romance a la postre del glorioso san Benito compuesto por el mismo author en cuyo día acaeció";Clavijo, Mathias;en casa de Mathias Clavijo, a la Carpinteria;Seville;;;1608;Spanish;Verse;5026685;Madrid, Biblioteca Nacional de España VE/1492/1;;"I-1608-SE-022D / 1608 Seville Flood / General Figures; St Benedict (This document includes)";;;Foto GS;;;;
P-1608-SE-0019;1608 Seville Flood;Unknown;;;Relazione della gran tempesta e diluvio d’acqua, grandini, pietre e saette di fuoco che vennero sopra la città di Siviglia a 22 di marzo di questo anno 1609, dove si tratta della morte di molte persone & le molte disgrazie che succedettero in questa occasione. Tradotta novamente dalla lingua spagnola all’italiana;Pasquato, Lorenzo;per il Pasquati;"Padua; Seville; Barcelona; Mallorca; Palermo";;"Seville;Barcelona;Mallorca;Palermo";1609;Italian;Prose;Null;Berlin, Staatsbibliothek Mz 7032 R;http://stabikat.de/DB=1/LNG=EN/CLK?IKT=12&TRM=445428880;"I-1608-SE-022E / 1608 Seville Flood / Emblem; Conversion of Paul the Apostle (This document includes)";Translation from Spanish;;Verificare se è la traduzione della relazione in spagnolo sullo stesso disastro (di cui leggo che abbiamo pdf Schiano)_Valentina;;;;
P-1608-SE-001A;1608 Seville Flood;Gaitán, Juan Andrés;;;Relación que el licenciado Andrés Juan Gaitán, fiscal del Sancto Officio de la Ynquissición de Sevilla embió a la ciudad de Cuenca de un terremoto que sucedió en la ciudad de Sevilla y Triana a veinte y uno de março deste año de 1608;Unknown;Unknown;Unknown;;;[1608];Spanish;Prose;5111538;Madrid, Biblioteca Nacional de España Mss/18654/76;;;Si tratta dell'inondazione di Siviglia e Triana nonostante dal titolo l'evento venga deifnito come un terremoto;;;;;;
P-1609-BA-001B;1609 Barcelona Storm;Madriguera, Jaime;;;Relación verdadera, de la gran tempestad de piedra y agua, que cayó muy cerca de Barcelona, a veynte y nueve de mayo 1609;"Graells, Gabriel; Dótil, Giraldo";Gabriel Graells - Dotil Girardo;Barcelona;;;1609;Spanish;Verse;5035260;Barcelona, Biblioteca de Catalunya F.Bon. 10894;;;;;;;;;
P-1609-LI-001C;1609 Lima Earthquake;Oña, Pedro de;;Mendoza, Joan de;Temblor de Lima año de 1609. Governando el Marqués de Montes Claros, virrey excellentíssimo, y una canción real panegírica en la venida de su excellencia a estos reynos. Dirigido a don Ioan de Mendoza, y Luna marqués de Castil de Bayuela su primogenito successor. Por el licenciado Pedro de Oña;Canto, Francisco del;por Francisco del Canto;Lima;;;1609;Spanish;Verse;5028344;Providence, John Carter Brown Library [R] B609 .O58t;https://archive.org/details/temblordelimaa00oa/page/n15;I-1609-LI-022F / 1609 Lima Earthquake / Coat of Arms of the Marquis of Montesclaros (This document includes);Edizione moderna in Carneiro Araujo 2018;;;;;;
P-1609-LI-0637;1609 Lima Earthquake;Córdoba y Salinas, Diego de;Dirigida a / la Catolica Magestad  de Don Felipe IIII N. S. rey potentissimo de las Espanas, / y Monarca invictissimo del Nuevo Orbe, en su Real y Supremo Consejo de Indias;Philip IV;Coronica / de la religiosissima provincia de los doze apostoles del Peru, de la orden de / N.P. S. Francisco  de la regular observancia [...];López de Herrera, Jorge;Por Jorge Lopez de Herrera;Lima;Córdoba y Salinas witnessed the earthquake that took place at 19 p.m. He relates that the cathedral, imitation of Seville's cathedral, was damaged. For this reason,  its vaults were demolished and rebuilt at a lower height.;;1651;Spanish;Prose;;Madrid, Biblioteca Nacional de España R/14078;http://bdh-rd.bne.es/viewer.vm?id=0000015363&page=1;;;RISPOSTE ISTITUZIONALI→Pianificazione urbana e architettonica;;;;;
P-1611-ET-001D;1611 Etna Eruption;Unknown;;Unknown;Relación verdadera y digna de ser sabida de todos, de unos espantosos, y maravillosos señales de fuegos, y truenos, que se vieron y oyeron en la montaña de Mongibelo en la Isla de Cicilia en diferentes horas, días, y años, como se dirá abako;Matevad, Sebastian;Sebastian Matevad;Barcelona;;;1611;Spanish;Prose;5035306;Barcelona, Biblioteca de Catalunya F.Bon. 10892;;;;;;;;;
P-1614-GR-001E;1614 Granada Earthquake;Unknown;;Unknown;Veríssyma y notable relación, en la qual se declara el espantoso temblor y tempestad que sucedió en la ciudad de Granada, en cinco del mes de octubre deste presente año. Vase declarando las desgratias que sucedieron, y como tembló la Tierra en once días tres vezes. Es obra digna de ser leyda. Lleva alcavo un romance nuevo muy curioso sobre la premática de las mugeres, y unas siguidillas nuevas de la competencia que tuvo el paje vacallau con su amo;Lorençana, Bartolomé  de;en casa de Bartolomé de Lorençana;Granada;;;1614;Spanish;Verse;5025662;London, British Library 1072.g.26.(21.);http://access.bl.uk/item/viewer/ark:/81055/vdc_100029516244.0x000001;I-1614-GR-0230 / 1614 Granada Earthquake / A scribe (This document includes);;;;;;;
P-1614-TI-001F;1614 Terceira Island Earthquake;Unknown;;Unknown;Relación verdadera de un caso terrible y espantoso digno de ser memorado, el qual sucedió en la isla de la Tercera, sábado en 24 días del mes de mayo, deste presente año de 1614. En la qual se declara de un terremoto, y teblor de la tierra q huvo a donde se destruyeron nueve vilas y aldeas, hundieron en ellas los templos, monasterios, caserías, desde el techo, hasta los suelos, que fue un castigo grande que Dios nos quiso embiar por nuestros pecados, como por la obra lo verán;Delgado, Cosme;por Cosme Delgado;Madrid;;;1614;Spanish;Verse;5023561;London, British Library 1072.g.26.(18.);http://access.bl.uk/item/viewer/ark:/81055/vdc_100029516235.0x000001;"I-1614-TI-0231 / 1614 Terceira Island Earthquake / Emblem between Figures (This document includes);I-1614-TI-0232 / 1614 Terceira Island Earthquake / Greek Cross (This document includes)";;;;;;;
P-1614-TI-0020;1614 Terceira Island Earthquake;Segura, Francisco de;;Unknown;Relación del lastimoso sucesso que nuestro Señor fue servido sucediesse en la Isla de la Tercera, cabeça de las siete sslas de los Azores, de la corona del reyno de Portugal, en veynte y quatro de mayo sabado día de Santa Iuliana deste año 1614 a las tres horas de la terde, con tres temblores que duraron, por espacio de dos credos. Compuesto por el Alférez Francisco de Segura, criado del rey nuestro Señor. Dirigida al señor Balthasar de Moncal, caballero del habito de Montesa;"Graells, Gabriel; Liberós, Esteban";por Gabriel Graells y Esteban Liberós;Barcelona;;;1614;Spanish;Verse;5024503;Lisbon, Biblioteca Nacional de Portugal RES. 903//18 P.;https://www.bidiso.es/CBDRS/ediciones/BDRS0000864/88/ejemplar/6883;I-1614-TI-0231 / 1614 Terceira Island Earthquake / Emblem between Figures (This document includes);;;;;;;
P-1614-TI-0021;1614 Terceira Island Earthquake;Unknown;;Unknown;Relación verdadera, de un caso terrible y espantoso digno de ser memorado, el qual sucedió en la isla de la Tercera, sábado en 24 días del mes de mayo, deste presente año de 1614. En la qual se declara de un terremoto, y teblor de la tierra q huvo a donde se destruyeron nueve vilas y aldeas, hundieron en ellas los templos, monasterios, caserías, desde el techo, hasta los suelos, que fue un castigo grande que Dios nos quiso embiar por nuestros pecados, como por la obra lo verán;"Graells, Gabriel; Liberós, Esteban";por Gabriel Graells y Esteban Liberós;Barcelona;;;1614;Spanish;Verse;5023560;Lisbon, Biblioteca Nacional de Portugal F.R. 1430;https://www.bidiso.es/CBDRS/upload/ejemplares/6665/digitalizado/201711171248__ge_4_8_4_52.pdf;;;;;;;;
P-1614-TI-0022;1614 Terceira Island Earthquake;Tavares, Juan de;;Unknown;Carta embiada por el licenciado Iuan de Tavares presbitero a Gaspar López de Setubar mercader portugués, que reside en la ciudad de Sevilla, en que se le da cuenta del espantoso estrago, y destryción de las villas, lugares, y fortalezas, haziendas, y vidas, que sucedió a veynte y quatro de mayo deste año, causado todo de un breve terremoto, en la isla de la Tercera;Unknown;Unknown;"Seville; Alonso Rodríguez Gamarra";;Alonso Rodríguez Gamarra;[1614];Spanish;Prose;5012623;Madrid, Biblioteca Nacional de España 1/98459;;;;;foto Schiano;;;;
P-1617-BA-0023;1617 Barcelona Flood;Unknown;;Unknown;Relación verdadera, que truxo Miguel de Valdeosero Correo de a cavallo de su magestad, del lastimoso diluvio, que uvo el mes de noviembre deste año de 1617 en la ciudad de Barcelona, y en otros lugares, y de la pérdida de monesterios, y muertes de muchas gentes, y otras que milagrosamente escaparon, como por la relación se declara;Rodríguez Gamarra, Alonso;por Alonso Rodríguez Gamarra;Seville;;;1618;Spanish;Prose;5019905;Seville, Biblioteca de la Universidad de Sevilla A 111/092(17);https://archive.org/details/A11109217/A11109217v1/page/n3/mode/2up;;;;ho eliminato il riferimento alle immagini, Milena.;;;;
P-1617-BA-0024;1617 Barcelona Flood;Unknown;;Unknown;"Vera relatione del compassionevol diluvio seguito nel mese di novembre dell’anno 1617 nella città di Barcellona &amp; in altri luoghi, con la perdita de' monasteri, morte di molta gente &amp; altri casi miracolosi, come in detta relatione si dichiara, portata da Michele Valdeosero corriero di Sua Maestà Catholica";Malatesta, Marco Tullio;per Marco Tullio Malatesta;Milan;;;1618;Italian;Prose;4027732;Rome, Biblioteca Universitaria Alessandrina XIII a.38 45;;I-1617-BA-0233 / 1617 Barcelona Flood / Scene of Eucharistic Adoration with Soldiers (This document includes);;;Miguel de Valdeosero è citato come corriero', non mi pare possa essere identificato con l'autore ì';;;;
P-1617-BA-0025;1617 Barcelona Flood;Unknown;;Unknown;Daños causados por las crecientes de los ríos Ebro, Lobregat, Cinca, y Segre, con la grande tempestad que huvo a tres de Noviembre deste presente año de 1617, en la playa y puerto de la ciudad de Barcelona. Dase cuenta, y se nombran los lugares a donde han cusado mayores daños las avenidas de estos ríos;Mey, Felipe;Felipe Mey;Valencia;;;1617;Spanish;Prose;5111427;Turin, Biblioteca Reale E/313 d.106;;;;;foto Schiano;;;;
P-1617-BA-0619;1617 Barcelona Flood;Unknown;;;"Vera relatione del compassionevol diluvio seguito nel mese di novembre dell’anno 1617 nella città di Barcellona &amp; in altri luoghi, con la perdita de' monasteri, morte di molta gente &amp; altri casi miracolosi, come in detta relatione si dichiara, portata da Michele Valdeosero corriero di Sua Maestà Catholica";Cochi, Bartolomeo;"in Milano, nella Regia Ducal Corte, per Marco Tullio Malatesta, &amp; in Bologna, presso Bartolomeo Cochi, al Pozzo rosso";"Bologna; Milan";;Milan;1618;Italian;Prose;;Bologna, Biblioteca Universitaria TAB I F II 424, 1-32, cc. 103r-106v;;I-1617-BA-061A / 1617 Barcelona Flood / Minerva (This document includes);;;foto Matteo;;;;
P-1618-SE-0026;1618 Seville Flood;Unknown;;Unknown;Relación de la grande ruyna que ha hecho el río Guadalquivir en Sevilla, Triana y sus riberas, Alcolea y Córdova y assí mismo la que hizieron los rezios ayres, arroyos y ríos en Granada, Ecija, Andúxar, Loxa, Antequera, Sanlúcar y otras partes de Andaluzía;Vargas, Serrano de;Serrano de Vargas;Seville;;;1618;Spanish;Prose;5009040;Madrid, Biblioteca Nacional de España VE/34/31;;;;;foto Schiano;;;;
P-1618-SE-053D;1618 Seville Flood;Valentin, Louis;;;"Vera relatione della gran rovina che ha fatto il fiume Quadalchivir in Siviglia, Triana, Alcolca, Cordova, &amp; sue riviere";;;Viterbo;;;1618;Italian;Prose;;Rome, Fondazione Marco Besso BIBL G.Op 1378;;I-1618-SE-053E / 1618 Seville Flood / Urban landscape seen from the sea, with a fish (This document includes);;;pdf Milena;;;;
P-1618-SF-0027;1618 La Mamora Flood;Unknown;;Unknown;Relación de la gran vitoria que los soldados del fuerte de San Felipe de la Mamora tuvieron contra más de quatro mil moros y de como les mataron más de trecientos y les tomaron quatro estandartes dase cuenta de las grandes avenidas de aguas que este año han havido en aquellas partes;Graells, Gabriel;Gabriel Graells;Barcelona;;;1618;Spanish;Prose;5035107;Barcelona, Biblioteca de Catalunya F.Bon. 11670;;;La notizia dell'inondazione si legge nell'ultima parte della relazione come evento corollario (e provvidenzialmente punitivo) alla vittoria contro i Mori;;foto Schiano;;;;
P-1619-AN-0028;1619 Andalusia Flood;Quiñones, Juan de;;Unknown;Tratado de las langostas muy útil y necessario en que se tratan cosas de provecho y curiosidad para todos los que professan letras divinas y humanas y las mayores ciencias compuesto por el doctor Iuan de Quiñones;Sánchez, Luis;por Luis Sánchez impressor del Rey nuestro señor;Madrid;;;1620;Spanish;Prose;5032706;Wien, Osterreichische Nationalbibliothek *44.V.53;http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ180301605;I-1619-AN-0234 / 1619 Andalusia and Castille Locust plague / Two Locusts in an Oval Frame (This document includes);;;;;;;
